ICD_CODE,ATC_CODE,RELATION,FREQUENCY
2768,DRUG_12638,treats,6
V4581,DRUG_79790,treats,6
311,DRUG_16971,treats,6
311,DRUG_79790,treats,6
311,DRUG_12470,treats,6
4280,DRUG_52652,treats,6
78552,DRUG_42537,treats,6
78552,DRUG_79790,treats,6
5990,DRUG_42537,treats,6
5990,DRUG_24647,treats,6
5849,DRUG_18628,treats,6
3572,DRUG_12638,treats,6
3572,DRUG_81907,treats,6
3572,DRUG_49098,treats,6
3572,DRUG_83266,treats,6
3572,DRUG_93890,treats,6
2449,DRUG_81907,treats,6
2449,DRUG_57538,treats,6
51881,DRUG_86770,treats,6
42731,DRUG_18628,treats,6
25060,DRUG_12638,treats,6
25060,DRUG_49098,treats,6
25060,DRUG_83266,treats,6
25060,DRUG_93890,treats,6
5070,DRUG_34497,treats,6
4019,DRUG_18628,treats,6
486,DRUG_05899,treats,6
486,DRUG_57538,treats,6
486,DRUG_49248,treats,6
42731,DRUG_73918,treats,6
4280,DRUG_86770,treats,6
4280,DRUG_05899,treats,6
41071,DRUG_12638,treats,6
4439,DRUG_18809,treats,6
41401,DRUG_56289,treats,6
41401,DRUG_56776,treats,6
1985,DRUG_12638,treats,6
1985,DRUG_65380,treats,6
V440,DRUG_12638,treats,6
V440,DRUG_56289,treats,6
78552,DRUG_90353,treats,6
78552,DRUG_09553,treats,6
78552,DRUG_07048,treats,6
78552,DRUG_56158,treats,6
78552,DRUG_90775,treats,6
25060,DRUG_90353,treats,6
99592,DRUG_34497,treats,6
99592,DRUG_81907,treats,6
5990,DRUG_57538,treats,6
V5861,DRUG_22257,treats,6
70703,DRUG_81907,treats,6
70703,DRUG_93890,treats,6
2859,DRUG_34497,treats,6
53081,DRUG_16971,treats,6
53081,DRUG_18769,treats,6
2760,DRUG_39074,treats,6
51881,DRUG_49892,treats,6
51881,DRUG_93795,treats,6
0389,DRUG_77783,treats,6
0389,DRUG_49892,treats,6
99592,DRUG_49892,treats,6
1970,DRUG_36800,treats,6
1970,DRUG_83139,treats,6
1977,DRUG_36800,treats,6
V1251,DRUG_36800,treats,6
42731,DRUG_56313,treats,6
42731,DRUG_16603,treats,6
0389,DRUG_34497,treats,6
0389,DRUG_90775,treats,6
311,DRUG_05522,treats,6
V5867,DRUG_97910,treats,6
5990,DRUG_18628,treats,6
2768,DRUG_65380,treats,6
2768,DRUG_31023,treats,6
2930,DRUG_12638,treats,6
0414,DRUG_97910,treats,6
486,DRUG_00654,treats,6
25000,DRUG_72422,treats,6
51881,DRUG_24647,treats,6
42832,DRUG_12470,treats,6
42832,DRUG_36800,treats,6
42832,DRUG_83139,treats,6
311,DRUG_65380,treats,6
5990,DRUG_73347,treats,6
3572,DRUG_73347,treats,6
V5861,DRUG_73347,treats,6
2859,DRUG_83266,treats,6
486,DRUG_17057,treats,6
51881,DRUG_88865,treats,6
4019,DRUG_88865,treats,6
4019,DRUG_48851,treats,6
78552,DRUG_05899,treats,6
5859,DRUG_12638,treats,6
3572,DRUG_16603,treats,6
70703,DRUG_16603,treats,6
51881,DRUG_29813,treats,6
4280,DRUG_27121,treats,6
2859,DRUG_29813,treats,6
2760,DRUG_05522,treats,6
V103,DRUG_12638,treats,6
51881,DRUG_25548,treats,6
99591,DRUG_78549,treats,6
51881,DRUG_78751,treats,6
51881,DRUG_89476,treats,6
5849,DRUG_14349,treats,5
78551,DRUG_85419,treats,5
V4581,DRUG_12638,treats,5
V4581,DRUG_12470,treats,5
V4581,DRUG_65380,treats,5
V4581,DRUG_56289,treats,5
V4581,DRUG_83139,treats,5
4280,DRUG_14349,treats,5
41400,DRUG_16971,treats,5
41400,DRUG_12638,treats,5
2875,DRUG_12638,treats,5
2875,DRUG_12470,treats,5
2875,DRUG_65380,treats,5
5119,DRUG_79790,treats,5
5119,DRUG_12470,treats,5
5180,DRUG_16971,treats,5
5180,DRUG_79790,treats,5
5180,DRUG_36800,treats,5
2761,DRUG_42537,treats,5
2761,DRUG_05899,treats,5
5789,DRUG_79790,treats,5
2762,DRUG_42537,treats,5
2762,DRUG_66345,treats,5
2762,DRUG_93795,treats,5
70703,DRUG_42537,treats,5
70703,DRUG_12470,treats,5
00845,DRUG_16971,treats,5
00845,DRUG_12638,treats,5
00845,DRUG_05899,treats,5
00845,DRUG_36800,treats,5
4240,DRUG_12638,treats,5
4240,DRUG_42537,treats,5
4240,DRUG_12470,treats,5
4240,DRUG_65380,treats,5
4240,DRUG_06485,treats,5
28529,DRUG_16971,treats,5
28529,DRUG_12638,treats,5
4280,DRUG_62191,treats,5
4280,DRUG_72946,treats,5
4280,DRUG_23508,treats,5
4280,DRUG_54948,treats,5
25000,DRUG_45961,treats,5
2749,DRUG_65380,treats,5
4241,DRUG_12470,treats,5
4241,DRUG_36800,treats,5
4241,DRUG_83139,treats,5
V5867,DRUG_65380,treats,5
V5867,DRUG_83139,treats,5
99591,DRUG_65380,treats,5
41401,DRUG_62191,treats,5
41401,DRUG_18809,treats,5
5849,DRUG_81691,treats,5
5849,DRUG_74099,treats,5
2859,DRUG_81691,treats,5
2859,DRUG_73347,treats,5
2449,DRUG_42537,treats,5
53081,DRUG_00654,treats,5
53081,DRUG_66345,treats,5
51881,DRUG_09553,treats,5
51881,DRUG_49098,treats,5
0389,DRUG_00654,treats,5
0389,DRUG_73347,treats,5
5070,DRUG_09553,treats,5
5070,DRUG_22257,treats,5
5070,DRUG_42537,treats,5
5070,DRUG_07048,treats,5
5070,DRUG_56158,treats,5
5070,DRUG_79790,treats,5
5070,DRUG_39074,treats,5
5070,DRUG_18809,treats,5
5070,DRUG_39424,treats,5
5070,DRUG_57970,treats,5
25000,DRUG_82115,treats,5
70703,DRUG_36812,treats,5
99592,DRUG_00654,treats,5
99592,DRUG_82115,treats,5
99592,DRUG_74099,treats,5
4019,DRUG_52875,treats,5
4019,DRUG_12595,treats,5
4280,DRUG_40576,treats,5
4280,DRUG_65151,treats,5
42731,DRUG_91074,treats,5
2875,DRUG_79790,treats,5
2875,DRUG_97910,treats,5
2948,DRUG_12638,treats,5
2948,DRUG_05522,treats,5
99591,DRUG_79790,treats,5
0414,DRUG_93890,treats,5
0414,DRUG_83139,treats,5
5990,DRUG_91074,treats,5
5990,DRUG_82115,treats,5
5990,DRUG_05899,treats,5
5990,DRUG_25520,treats,5
4241,DRUG_79790,treats,5
41401,DRUG_78549,treats,5
4019,DRUG_72422,treats,5
4019,DRUG_49892,treats,5
41071,DRUG_64785,treats,5
41071,DRUG_36800,treats,5
4439,DRUG_64785,treats,5
5859,DRUG_65380,treats,5
53081,DRUG_81907,treats,5
53081,DRUG_83266,treats,5
2749,DRUG_93890,treats,5
4019,DRUG_05475,treats,5
78959,DRUG_36800,treats,5
V4582,DRUG_93890,treats,5
V4582,DRUG_36800,treats,5
42731,DRUG_39424,treats,5
42731,DRUG_57970,treats,5
486,DRUG_78751,treats,5
486,DRUG_39424,treats,5
5712,DRUG_93890,treats,5
5859,DRUG_06485,treats,5
496,DRUG_83266,treats,5
496,DRUG_65728,treats,5
40390,DRUG_18769,treats,5
40390,DRUG_79790,treats,5
40390,DRUG_06485,treats,5
32723,DRUG_16971,treats,5
32723,DRUG_82115,treats,5
32723,DRUG_18769,treats,5
32723,DRUG_79790,treats,5
32723,DRUG_78549,treats,5
4439,DRUG_16971,treats,5
41401,DRUG_83266,treats,5
41401,DRUG_19186,treats,5
99592,DRUG_23063,treats,5
99592,DRUG_32521,treats,5
5845,DRUG_93890,treats,5
5845,DRUG_93795,treats,5
0389,DRUG_97334,treats,5
0389,DRUG_64785,treats,5
0389,DRUG_23063,treats,5
4280,DRUG_94252,treats,5
78552,DRUG_66345,treats,5
78552,DRUG_12470,treats,5
486,DRUG_66345,treats,5
486,DRUG_90775,treats,5
486,DRUG_24647,treats,5
486,DRUG_25548,treats,5
2724,DRUG_14349,treats,5
2851,DRUG_93890,treats,5
2851,DRUG_97910,treats,5
2449,DRUG_93795,treats,5
2760,DRUG_56776,treats,5
4280,DRUG_81691,treats,5
2449,DRUG_91074,treats,5
2449,DRUG_31023,treats,5
2760,DRUG_65380,treats,5
5070,DRUG_31023,treats,5
25000,DRUG_93795,treats,5
25000,DRUG_94252,treats,5
00845,DRUG_31023,treats,5
99592,DRUG_85419,treats,5
5849,DRUG_42471,treats,5
40390,DRUG_12638,treats,5
40390,DRUG_85419,treats,5
2768,DRUG_93890,treats,5
2768,DRUG_79790,treats,5
2768,DRUG_12470,treats,5
2768,DRUG_97910,treats,5
2768,DRUG_65728,treats,5
V4581,DRUG_00654,treats,5
V4581,DRUG_97910,treats,5
4280,DRUG_90775,treats,5
4280,DRUG_69059,treats,5
41400,DRUG_93890,treats,5
41400,DRUG_79790,treats,5
99591,DRUG_90775,treats,5
99591,DRUG_56289,treats,5
99591,DRUG_69059,treats,5
311,DRUG_00654,treats,5
2767,DRUG_12638,treats,5
2767,DRUG_93890,treats,5
2767,DRUG_97910,treats,5
2767,DRUG_36800,treats,5
4439,DRUG_65380,treats,5
V4582,DRUG_00654,treats,5
V4582,DRUG_64785,treats,5
0389,DRUG_75708,treats,5
0389,DRUG_24647,treats,5
78552,DRUG_75708,treats,5
5849,DRUG_86770,treats,5
3572,DRUG_22257,treats,5
3572,DRUG_65380,treats,5
2449,DRUG_18628,treats,5
51881,DRUG_94252,treats,5
2761,DRUG_57538,treats,5
2761,DRUG_77783,treats,5
25060,DRUG_81907,treats,5
25060,DRUG_22257,treats,5
25060,DRUG_65380,treats,5
2724,DRUG_81907,treats,5
2724,DRUG_18628,treats,5
5185,DRUG_93890,treats,5
42789,DRUG_36800,treats,5
42731,DRUG_72422,treats,5
4280,DRUG_73918,treats,5
41071,DRUG_31023,treats,5
V440,DRUG_90353,treats,5
V440,DRUG_74099,treats,5
V440,DRUG_83139,treats,5
78552,DRUG_51618,treats,5
78552,DRUG_34497,treats,5
78552,DRUG_18769,treats,5
78552,DRUG_78549,treats,5
78552,DRUG_39074,treats,5
78552,DRUG_18809,treats,5
42731,DRUG_27462,treats,5
2724,DRUG_80409,treats,5
2724,DRUG_75708,treats,5
25060,DRUG_12470,treats,5
25060,DRUG_74099,treats,5
99592,DRUG_75708,treats,5
5990,DRUG_81907,treats,5
3572,DRUG_12470,treats,5
3572,DRUG_74099,treats,5
V5861,DRUG_16971,treats,5
V5861,DRUG_81907,treats,5
V5861,DRUG_57538,treats,5
V5861,DRUG_75708,treats,5
70703,DRUG_75708,treats,5
2449,DRUG_75708,treats,5
311,DRUG_90353,treats,5
311,DRUG_81907,treats,5
53081,DRUG_78549,treats,5
2760,DRUG_56289,treats,5
2760,DRUG_75708,treats,5
4019,DRUG_42471,treats,5
41401,DRUG_87094,treats,5
5990,DRUG_85419,treats,5
51881,DRUG_37475,treats,5
5845,DRUG_77783,treats,5
99592,DRUG_38458,treats,5
25000,DRUG_86770,treats,5
4019,DRUG_58629,treats,5
1970,DRUG_12470,treats,5
40391,DRUG_56289,treats,5
1985,DRUG_36800,treats,5
V5861,DRUG_88865,treats,5
V5861,DRUG_05522,treats,5
V5861,DRUG_56776,treats,5
2724,DRUG_81691,treats,5
V1251,DRUG_65380,treats,5
V1251,DRUG_83139,treats,5
V1251,DRUG_05522,treats,5
5849,DRUG_16603,treats,5
42731,DRUG_29813,treats,5
42731,DRUG_99620,treats,5
2760,DRUG_66345,treats,5
0389,DRUG_16603,treats,5
99592,DRUG_16603,treats,5
3572,DRUG_56313,treats,5
V5861,DRUG_56313,treats,5
V5867,DRUG_18769,treats,5
V5867,DRUG_78549,treats,5
4019,DRUG_56313,treats,5
2768,DRUG_17057,treats,5
2930,DRUG_12470,treats,5
2930,DRUG_65728,treats,5
2930,DRUG_06485,treats,5
45829,DRUG_12470,treats,5
45829,DRUG_36800,treats,5
4019,DRUG_73918,treats,5
40391,DRUG_93890,treats,5
5990,DRUG_88865,treats,5
496,DRUG_65380,treats,5
V5861,DRUG_29813,treats,5
V5861,DRUG_85419,treats,5
3970,DRUG_36800,treats,5
42731,DRUG_45529,treats,5
2948,DRUG_06485,treats,5
25000,DRUG_75708,treats,5
7907,DRUG_93890,treats,5
51881,DRUG_64785,treats,5
2724,DRUG_42537,treats,5
51881,DRUG_40576,treats,5
42731,DRUG_89898,treats,5
42832,DRUG_93890,treats,5
42832,DRUG_79790,treats,5
42832,DRUG_65728,treats,5
25000,DRUG_94840,treats,5
25000,DRUG_57538,treats,5
2859,DRUG_18628,treats,5
2859,DRUG_77783,treats,5
2948,DRUG_65728,treats,5
53081,DRUG_31023,treats,5
V1582,DRUG_12638,treats,5
V1582,DRUG_15657,treats,5
V1582,DRUG_93890,treats,5
V1582,DRUG_97910,treats,5
V1582,DRUG_36800,treats,5
25060,DRUG_73347,treats,5
99592,DRUG_83266,treats,5
70722,DRUG_51618,treats,5
70722,DRUG_07048,treats,5
70722,DRUG_97910,treats,5
70703,DRUG_83266,treats,5
70703,DRUG_69059,treats,5
2449,DRUG_69059,treats,5
2760,DRUG_73347,treats,5
2762,DRUG_18769,treats,5
2762,DRUG_56289,treats,5
1970,DRUG_16971,treats,5
1970,DRUG_31023,treats,5
1977,DRUG_16971,treats,5
1977,DRUG_31023,treats,5
4240,DRUG_93890,treats,5
4019,DRUG_78988,treats,5
5849,DRUG_94840,treats,5
5849,DRUG_41753,treats,5
42731,DRUG_94840,treats,5
42731,DRUG_78988,treats,5
5859,DRUG_94840,treats,5
40390,DRUG_94840,treats,5
2930,DRUG_93890,treats,5
570,DRUG_93890,treats,5
4280,DRUG_29813,treats,5
V440,DRUG_16603,treats,5
25060,DRUG_16603,treats,5
V5867,DRUG_17057,treats,5
2449,DRUG_16603,treats,5
4019,DRUG_16603,treats,5
51881,DRUG_23063,treats,5
4019,DRUG_29813,treats,5
51881,DRUG_94862,treats,5
5990,DRUG_36812,treats,5
V103,DRUG_36800,treats,5
99591,DRUG_18769,treats,5
2859,DRUG_85419,treats,5
5849,DRUG_29869,treats,5
1977,DRUG_93890,treats,5
51881,DRUG_52671,treats,5
2762,DRUG_57970,treats,5
V103,DRUG_97910,treats,5
51881,DRUG_90353,treats,5
51881,DRUG_42471,treats,5
5180,DRUG_93890,treats,5
41071,DRUG_93890,treats,5
5990,DRUG_31023,treats,5
51881,DRUG_75708,treats,5
2762,DRUG_82115,treats,5
2762,DRUG_31023,treats,5
2762,DRUG_77783,treats,5
5849,DRUG_39011,treats,4
5849,DRUG_49248,treats,4
5849,DRUG_06029,treats,4
78551,DRUG_12638,treats,4
78551,DRUG_83139,treats,4
V4581,DRUG_12595,treats,4
4280,DRUG_39011,treats,4
4280,DRUG_06029,treats,4
41400,DRUG_12595,treats,4
41400,DRUG_12470,treats,4
41400,DRUG_65380,treats,4
41400,DRUG_56289,treats,4
41400,DRUG_83139,treats,4
41400,DRUG_85419,treats,4
2875,DRUG_83139,treats,4
5119,DRUG_65380,treats,4
5180,DRUG_12638,treats,4
5180,DRUG_66345,treats,4
5180,DRUG_12470,treats,4
5180,DRUG_65380,treats,4
2761,DRUG_91074,treats,4
2761,DRUG_66345,treats,4
2761,DRUG_93795,treats,4
5789,DRUG_12638,treats,4
5789,DRUG_12470,treats,4
5789,DRUG_65380,treats,4
5789,DRUG_97910,treats,4
5789,DRUG_83139,treats,4
2800,DRUG_12638,treats,4
2800,DRUG_66345,treats,4
2800,DRUG_83139,treats,4
2762,DRUG_05899,treats,4
2762,DRUG_38458,treats,4
79092,DRUG_16971,treats,4
79092,DRUG_79790,treats,4
79092,DRUG_12470,treats,4
79092,DRUG_65380,treats,4
79092,DRUG_97910,treats,4
79092,DRUG_36800,treats,4
70703,DRUG_99620,treats,4
00845,DRUG_89898,treats,4
00845,DRUG_12470,treats,4
00845,DRUG_93795,treats,4
00845,DRUG_99620,treats,4
00845,DRUG_83139,treats,4
4240,DRUG_83139,treats,4
4240,DRUG_18809,treats,4
28529,DRUG_12470,treats,4
28529,DRUG_36800,treats,4
4280,DRUG_00392,treats,4
4280,DRUG_45961,treats,4
25000,DRUG_97334,treats,4
25000,DRUG_38458,treats,4
2749,DRUG_12638,treats,4
2749,DRUG_36800,treats,4
4241,DRUG_18809,treats,4
4241,DRUG_85419,treats,4
4241,DRUG_06485,treats,4
40391,DRUG_12470,treats,4
40391,DRUG_65380,treats,4
40391,DRUG_85419,treats,4
42731,DRUG_23508,treats,4
42731,DRUG_25247,treats,4
42731,DRUG_25131,treats,4
V5867,DRUG_16971,treats,4
V5867,DRUG_12638,treats,4
3051,DRUG_36800,treats,4
99591,DRUG_97334,treats,4
99591,DRUG_83139,treats,4
99591,DRUG_85419,treats,4
5849,DRUG_87094,treats,4
5849,DRUG_73347,treats,4
2859,DRUG_68674,treats,4
2449,DRUG_00654,treats,4
2449,DRUG_22273,treats,4
2449,DRUG_68674,treats,4
2449,DRUG_39424,treats,4
53081,DRUG_09553,treats,4
53081,DRUG_07048,treats,4
53081,DRUG_56158,treats,4
53081,DRUG_05899,treats,4
53081,DRUG_81691,treats,4
53081,DRUG_39074,treats,4
53081,DRUG_18809,treats,4
53081,DRUG_05522,treats,4
53081,DRUG_56776,treats,4
53081,DRUG_57970,treats,4
51881,DRUG_52875,treats,4
51881,DRUG_22273,treats,4
51881,DRUG_68674,treats,4
0389,DRUG_22257,treats,4
0389,DRUG_05522,treats,4
0389,DRUG_57970,treats,4
5070,DRUG_49098,treats,4
5070,DRUG_66345,treats,4
5070,DRUG_56289,treats,4
5070,DRUG_73347,treats,4
25000,DRUG_68674,treats,4
25000,DRUG_05899,treats,4
25000,DRUG_87094,treats,4
70703,DRUG_82115,treats,4
99592,DRUG_12595,treats,4
99592,DRUG_56776,treats,4
99592,DRUG_73347,treats,4
4280,DRUG_27361,treats,4
4280,DRUG_66345,treats,4
4280,DRUG_91210,treats,4
4280,DRUG_62457,treats,4
5849,DRUG_91074,treats,4
5849,DRUG_27361,treats,4
5849,DRUG_25520,treats,4
5849,DRUG_65151,treats,4
45981,DRUG_16971,treats,4
45981,DRUG_93890,treats,4
45981,DRUG_79790,treats,4
45981,DRUG_12470,treats,4
45981,DRUG_97910,treats,4
45981,DRUG_36800,treats,4
45981,DRUG_18809,treats,4
42731,DRUG_27361,treats,4
42731,DRUG_25520,treats,4
2875,DRUG_31023,treats,4
2763,DRUG_65380,treats,4
2763,DRUG_97910,treats,4
2763,DRUG_36800,treats,4
73300,DRUG_91074,treats,4
73300,DRUG_12638,treats,4
73300,DRUG_93890,treats,4
73300,DRUG_12470,treats,4
73300,DRUG_25520,treats,4
73300,DRUG_36800,treats,4
73300,DRUG_83139,treats,4
2948,DRUG_16971,treats,4
99591,DRUG_00654,treats,4
99591,DRUG_66345,treats,4
99591,DRUG_31023,treats,4
4019,DRUG_91074,treats,4
4019,DRUG_27361,treats,4
4019,DRUG_91210,treats,4
4019,DRUG_38458,treats,4
4019,DRUG_70923,treats,4
0414,DRUG_82115,treats,4
0414,DRUG_65380,treats,4
2761,DRUG_82115,treats,4
2761,DRUG_68674,treats,4
2761,DRUG_64785,treats,4
49390,DRUG_12638,treats,4
49390,DRUG_36800,treats,4
2720,DRUG_12638,treats,4
2720,DRUG_93890,treats,4
2720,DRUG_65380,treats,4
2720,DRUG_36800,treats,4
4019,DRUG_89898,treats,4
4019,DRUG_37475,treats,4
41401,DRUG_05899,treats,4
5789,DRUG_05522,treats,4
41071,DRUG_05522,treats,4
4439,DRUG_05522,treats,4
4439,DRUG_42537,treats,4
5859,DRUG_86770,treats,4
5859,DRUG_81907,treats,4
5859,DRUG_42537,treats,4
5859,DRUG_05899,treats,4
53081,DRUG_44177,treats,4
4019,DRUG_73544,treats,4
5119,DRUG_57970,treats,4
5119,DRUG_06485,treats,4
78959,DRUG_82115,treats,4
78959,DRUG_93890,treats,4
78959,DRUG_09914,treats,4
78959,DRUG_83139,treats,4
78959,DRUG_05522,treats,4
V4582,DRUG_16971,treats,4
V4582,DRUG_79790,treats,4
V4582,DRUG_77783,treats,4
4280,DRUG_78751,treats,4
4280,DRUG_39424,treats,4
25000,DRUG_89476,treats,4
5849,DRUG_78751,treats,4
5849,DRUG_09914,treats,4
42731,DRUG_78751,treats,4
42731,DRUG_19186,treats,4
2724,DRUG_78751,treats,4
2724,DRUG_12595,treats,4
2724,DRUG_39424,treats,4
2724,DRUG_77783,treats,4
486,DRUG_49098,treats,4
5712,DRUG_82115,treats,4
5712,DRUG_36800,treats,4
5712,DRUG_09914,treats,4
5712,DRUG_77783,treats,4
5859,DRUG_78549,treats,4
496,DRUG_16971,treats,4
496,DRUG_57970,treats,4
32723,DRUG_78751,treats,4
32723,DRUG_39424,treats,4
32723,DRUG_05522,treats,4
2449,DRUG_65151,treats,4
2449,DRUG_77783,treats,4
2449,DRUG_06485,treats,4
5789,DRUG_93890,treats,4
4439,DRUG_83266,treats,4
4439,DRUG_12470,treats,4
4439,DRUG_83139,treats,4
4439,DRUG_06485,treats,4
41401,DRUG_77783,treats,4
99592,DRUG_64785,treats,4
2761,DRUG_23063,treats,4
5845,DRUG_97334,treats,4
5845,DRUG_12638,treats,4
5845,DRUG_89898,treats,4
5845,DRUG_83139,treats,4
0389,DRUG_32521,treats,4
4280,DRUG_32521,treats,4
78552,DRUG_64785,treats,4
78552,DRUG_23063,treats,4
78552,DRUG_32521,treats,4
5990,DRUG_97334,treats,4
2765,DRUG_16971,treats,4
2765,DRUG_12638,treats,4
2765,DRUG_93890,treats,4
2765,DRUG_23063,treats,4
2765,DRUG_65380,treats,4
486,DRUG_39011,treats,4
486,DRUG_89898,treats,4
486,DRUG_27121,treats,4
486,DRUG_64785,treats,4
2724,DRUG_62191,treats,4
2724,DRUG_31023,treats,4
2851,DRUG_18769,treats,4
2851,DRUG_31023,treats,4
2851,DRUG_24647,treats,4
2851,DRUG_18809,treats,4
2851,DRUG_56776,treats,4
2851,DRUG_64785,treats,4
25000,DRUG_25548,treats,4
4019,DRUG_78751,treats,4
4019,DRUG_07046,treats,4
4019,DRUG_27121,treats,4
4019,DRUG_14349,treats,4
5849,DRUG_81129,treats,4
2449,DRUG_23063,treats,4
2760,DRUG_93795,treats,4
78552,DRUG_22257,treats,4
2762,DRUG_23063,treats,4
42821,DRUG_36800,treats,4
42821,DRUG_83139,treats,4
42821,DRUG_79790,treats,4
42821,DRUG_06485,treats,4
41401,DRUG_81691,treats,4
2449,DRUG_25520,treats,4
2760,DRUG_25520,treats,4
2760,DRUG_31023,treats,4
2760,DRUG_85419,treats,4
2760,DRUG_25548,treats,4
2760,DRUG_14349,treats,4
4280,DRUG_19839,treats,4
4280,DRUG_45836,treats,4
5070,DRUG_85419,treats,4
25000,DRUG_91074,treats,4
25000,DRUG_19839,treats,4
25000,DRUG_25520,treats,4
00845,DRUG_15657,treats,4
5849,DRUG_71131,treats,4
40390,DRUG_56289,treats,4
40390,DRUG_56776,treats,4
2768,DRUG_16971,treats,4
2768,DRUG_83266,treats,4
2768,DRUG_06485,treats,4
2724,DRUG_42471,treats,4
2724,DRUG_87094,treats,4
2724,DRUG_69059,treats,4
4280,DRUG_87094,treats,4
28529,DRUG_93890,treats,4
28529,DRUG_79790,treats,4
41400,DRUG_97910,treats,4
53390,DRUG_36800,treats,4
311,DRUG_64785,treats,4
42731,DRUG_79422,treats,4
42731,DRUG_19839,treats,4
4019,DRUG_79422,treats,4
2767,DRUG_16971,treats,4
2767,DRUG_79422,treats,4
2767,DRUG_79790,treats,4
2767,DRUG_12470,treats,4
4439,DRUG_56289,treats,4
V4581,DRUG_42537,treats,4
V4581,DRUG_75708,treats,4
V4581,DRUG_64785,treats,4
V4582,DRUG_42537,treats,4
V4582,DRUG_75708,treats,4
V4582,DRUG_12638,treats,4
V4582,DRUG_52652,treats,4
4280,DRUG_90294,treats,4
78552,DRUG_00654,treats,4
3320,DRUG_93890,treats,4
5849,DRUG_25131,treats,4
3572,DRUG_79790,treats,4
3572,DRUG_18628,treats,4
3572,DRUG_56776,treats,4
3572,DRUG_57970,treats,4
51881,DRUG_18628,treats,4
2761,DRUG_17057,treats,4
2761,DRUG_18628,treats,4
2761,DRUG_39424,treats,4
25060,DRUG_56776,treats,4
25060,DRUG_57970,treats,4
5070,DRUG_51618,treats,4
5070,DRUG_57538,treats,4
5070,DRUG_77783,treats,4
5185,DRUG_42537,treats,4
5185,DRUG_05899,treats,4
5185,DRUG_97910,treats,4
5185,DRUG_36800,treats,4
5185,DRUG_56776,treats,4
5185,DRUG_77783,treats,4
486,DRUG_09553,treats,4
486,DRUG_75708,treats,4
42789,DRUG_12638,treats,4
42789,DRUG_79790,treats,4
42789,DRUG_85419,treats,4
4019,DRUG_61242,treats,4
4240,DRUG_31023,treats,4
4240,DRUG_56289,treats,4
41071,DRUG_12470,treats,4
41071,DRUG_65380,treats,4
41401,DRUG_73918,treats,4
41401,DRUG_86770,treats,4
41401,DRUG_31023,treats,4
5849,DRUG_31289,treats,4
1985,DRUG_93890,treats,4
1985,DRUG_12470,treats,4
1985,DRUG_83139,treats,4
1985,DRUG_56776,treats,4
4280,DRUG_62398,treats,4
V440,DRUG_81907,treats,4
78552,DRUG_81907,treats,4
78552,DRUG_74099,treats,4
78552,DRUG_57970,treats,4
2724,DRUG_90353,treats,4
2724,DRUG_74099,treats,4
2724,DRUG_27462,treats,4
V5861,DRUG_42471,treats,4
V5861,DRUG_74099,treats,4
70703,DRUG_42471,treats,4
2859,DRUG_80409,treats,4
2859,DRUG_81907,treats,4
2859,DRUG_27462,treats,4
2449,DRUG_42471,treats,4
2449,DRUG_27462,treats,4
311,DRUG_22257,treats,4
311,DRUG_57538,treats,4
53081,DRUG_90353,treats,4
53081,DRUG_57538,treats,4
53081,DRUG_94252,treats,4
2760,DRUG_57538,treats,4
2760,DRUG_74099,treats,4
70720,DRUG_51618,treats,4
70720,DRUG_12638,treats,4
70720,DRUG_07048,treats,4
70720,DRUG_90775,treats,4
70720,DRUG_97910,treats,4
70720,DRUG_56289,treats,4
70720,DRUG_83139,treats,4
4019,DRUG_27462,treats,4
78551,DRUG_79790,treats,4
41401,DRUG_17057,treats,4
5845,DRUG_05899,treats,4
0389,DRUG_37475,treats,4
0389,DRUG_38458,treats,4
496,DRUG_97910,treats,4
496,DRUG_31023,treats,4
51881,DRUG_58629,treats,4
42731,DRUG_58629,treats,4
5070,DRUG_06485,treats,4
4439,DRUG_94252,treats,4
4439,DRUG_34497,treats,4
25000,DRUG_58629,treats,4
25000,DRUG_81907,treats,4
1970,DRUG_65380,treats,4
1970,DRUG_05522,treats,4
1970,DRUG_56776,treats,4
1977,DRUG_65380,treats,4
1977,DRUG_05522,treats,4
1977,DRUG_56776,treats,4
40391,DRUG_22257,treats,4
40391,DRUG_05522,treats,4
40391,DRUG_56776,treats,4
5856,DRUG_12638,treats,4
5856,DRUG_36800,treats,4
2761,DRUG_81691,treats,4
V1251,DRUG_12470,treats,4
5849,DRUG_99620,treats,4
5849,DRUG_56313,treats,4
0389,DRUG_81907,treats,4
0389,DRUG_29813,treats,4
0389,DRUG_56313,treats,4
78552,DRUG_49098,treats,4
99592,DRUG_29813,treats,4
99592,DRUG_99620,treats,4
99592,DRUG_56313,treats,4
2449,DRUG_56313,treats,4
311,DRUG_56313,treats,4
311,DRUG_18628,treats,4
V5861,DRUG_66345,treats,4
V5867,DRUG_51618,treats,4
V5867,DRUG_07048,treats,4
25060,DRUG_56313,treats,4
5990,DRUG_56313,treats,4
2768,DRUG_83139,treats,4
2768,DRUG_05522,treats,4
2930,DRUG_83139,treats,4
2930,DRUG_25548,treats,4
42731,DRUG_23098,treats,4
42731,DRUG_45836,treats,4
45829,DRUG_12638,treats,4
45829,DRUG_81691,treats,4
45829,DRUG_65380,treats,4
45829,DRUG_42471,treats,4
45829,DRUG_83139,treats,4
45829,DRUG_25548,treats,4
2851,DRUG_17057,treats,4
496,DRUG_88865,treats,4
